host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
225456817,Manhattan,Lower East Side,40.71864,-73.9847,Entire home/apt,160,5,20,2.7,1,0
58069820,Brooklyn,Crown Heights,40.67244,-73.95992,Private room,75,2,45,5.74,1,9
179416315,Bronx,Norwood,40.87064,-73.8797,Private room,60,1,9,1.19,2,310
34614008,Manhattan,Harlem,40.82765,-73.94625,Private room,99,1,0,0.0,1,89
225489491,Brooklyn,Bedford-Stuyvesant,40.67773,-73.90865,Private room,40,2,4,1.67,1,363
5794062,Brooklyn,Park Slope,40.67331,-73.97471,Entire home/apt,93,3,2,0.46,1,5
115741895,Queens,St. Albans,40.70275,-73.75043,Private room,70,2,3,0.4,2,105
4934489,Manhattan,Hell's Kitchen,40.75989,-73.99227,Private room,85,2,1,0.14,3,0
173990320,Queens,Hollis,40.71523,-73.76992,Entire home/apt,100,2,44,5.55,1,310
8245652,Brooklyn,Bushwick,40.69658,-73.90968,Private room,60,1,6,0.79,2,0
2458913,Brooklyn,Bushwick,40.70183,-73.92028,Private room,50,1,1,0.13,1,66
64583317,Manhattan,Greenwich Village,40.72863,-74.00125,Private room,43,5,3,0.39,1,5
225513415,Brooklyn,Bedford-Stuyvesant,40.69195,-73.93892,Private room,75,2,26,3.66,2,21
225513415,Brooklyn,Bedford-Stuyvesant,40.69122,-73.93753,Private room,65,2,17,2.48,2,21
225558132,Brooklyn,Bedford-Stuyvesant,40.6916,-73.95483,Entire home/apt,135,2,5,0.68,1,45
19909719,Brooklyn,Greenpoint,40.72203,-73.94709,Entire home/apt,249,7,0,0.0,2,0
157410883,Brooklyn,Bushwick,40.69372,-73.92283,Entire home/apt,120,1,39,5.27,1,196
4932419,Manhattan,West Village,40.73836,-74.00128,Entire home/apt,130,8,6,1.13,1,1
225564897,Manhattan,Harlem,40.82358,-73.95178,Entire home/apt,300,2,0,0.0,1,32
225566189,Manhattan,Harlem,40.81804,-73.94375,Entire home/apt,100,2,2,0.27,1,0
225571766,Queens,Jackson Heights,40.75068,-73.87739,Private room,80,2,5,2.5,1,57
19874155,Brooklyn,Williamsburg,40.70245,-73.93603,Private room,75,1,4,0.53,1,35
188949327,Brooklyn,Bedford-Stuyvesant,40.68986,-73.9249,Private room,50,1,6,1.0,1,0
15823232,Brooklyn,Crown Heights,40.67812,-73.94618,Entire home/apt,129,3,30,3.96,3,81
67958710,Brooklyn,Greenpoint,40.72424,-73.94984,Entire home/apt,100,6,0,0.0,1,0
222236294,Brooklyn,Bedford-Stuyvesant,40.68942,-73.95455,Entire home/apt,160,2,33,4.65,1,246
87167456,Brooklyn,Greenpoint,40.71942,-73.95011,Private room,75,4,2,0.26,1,0
225593905,Brooklyn,Bushwick,40.69285,-73.92085,Private room,79,3,0,0.0,1,24
19797950,Brooklyn,Gowanus,40.66736,-73.99467,Private room,53,1,0,0.0,3,317
224711439,Manhattan,Inwood,40.86414,-73.92537,Private room,50,3,1,0.16,1,0
394891,Brooklyn,Crown Heights,40.67826,-73.96379,Entire home/apt,200,4,2,0.25,1,8
4817341,Manhattan,East Village,40.7288,-73.98058,Entire home/apt,200,2,6,0.95,1,7
53444504,Brooklyn,Williamsburg,40.71633,-73.94138,Entire home/apt,200,1,5,0.66,1,0
220601248,Manhattan,Lower East Side,40.71752,-73.98887,Private room,75,2,24,3.14,2,7
43043667,Manhattan,Upper West Side,40.78105,-73.97633,Entire home/apt,249,2,13,1.82,1,0
224637257,Brooklyn,Flatbush,40.64491,-73.9573,Private room,55,2,17,2.31,2,142
162496355,Queens,Flushing,40.76531,-73.8138,Private room,43,2,6,0.8,1,0
173287467,Queens,College Point,40.79469,-73.84544,Private room,50,5,0,0.0,1,0
72015600,Brooklyn,Flatbush,40.64664,-73.95486,Private room,60,1,3,0.48,1,0
14482375,Brooklyn,Greenpoint,40.72074,-73.94371,Entire home/apt,95,3,0,0.0,3,0
17022165,Manhattan,Lower East Side,40.72042,-73.98414,Private room,159,2,29,4.39,1,209
225646557,Manhattan,Washington Heights,40.83901,-73.93802,Entire home/apt,199,2,18,2.56,1,171
183924446,Manhattan,Upper East Side,40.77064,-73.95124,Entire home/apt,150,3,11,1.56,1,49
92963604,Manhattan,Midtown,40.75638,-73.9675,Private room,100,3,6,0.85,1,45
88161763,Manhattan,Upper West Side,40.79672,-73.96169,Entire home/apt,150,2,29,3.97,1,11
225655167,Brooklyn,Bedford-Stuyvesant,40.6887,-73.92742,Entire home/apt,150,5,3,0.46,1,24
153817,Bronx,Pelham Gardens,40.86279,-73.83947,Entire home/apt,87,2,26,3.42,1,7
29217011,Manhattan,Lower East Side,40.72122,-73.98652,Private room,85,4,2,0.28,1,0
91851098,Brooklyn,Prospect Heights,40.67786,-73.97029,Entire home/apt,110,2,5,0.89,1,0
115741895,Queens,St. Albans,40.7008,-73.75121,Private room,70,2,3,0.4,2,186
8556404,Manhattan,Washington Heights,40.85229,-73.9394,Private room,97,2,0,0.0,1,365
225724159,Manhattan,Harlem,40.81857,-73.9557,Private room,59,1,2,0.36,1,0
225730907,Brooklyn,Bushwick,40.69936,-73.9242,Entire home/apt,170,2,36,5.24,1,191
160493366,Queens,Ditmars Steinway,40.76992,-73.89719,Entire home/apt,62,5,3,0.76,1,6
120939023,Brooklyn,Williamsburg,40.71837,-73.95882,Private room,99,2,9,1.16,2,46
225620845,Brooklyn,Sheepshead Bay,40.58403,-73.95692,Entire home/apt,180,3,4,0.63,3,156
225748084,Brooklyn,Crown Heights,40.67726,-73.95573,Entire home/apt,140,7,0,0.0,1,0
3297399,Brooklyn,East Flatbush,40.64391,-73.94833,Entire home/apt,57,1,6,0.8,1,0
225620845,Brooklyn,Sheepshead Bay,40.58496,-73.95739,Entire home/apt,250,3,4,0.62,3,360
23020619,Manhattan,West Village,40.73444,-74.00562,Private room,190,2,4,0.53,2,0
183625602,Staten Island,Tompkinsville,40.62917,-74.08619,Entire home/apt,120,3,15,1.92,1,166
39770685,Manhattan,Hell's Kitchen,40.75551,-73.99236,Entire home/apt,300,4,8,1.06,1,7
225706084,Brooklyn,Prospect-Lefferts Gardens,40.65786,-73.95813,Entire home/apt,135,2,29,4.01,1,80
6480134,Manhattan,Harlem,40.82414,-73.93912,Private room,60,4,11,1.53,2,161
22749087,Manhattan,East Village,40.72514,-73.98504,Entire home/apt,175,3,7,0.9,1,110
75224005,Brooklyn,Windsor Terrace,40.65696,-73.97942,Entire home/apt,130,7,1,1.0,1,11
2021640,Manhattan,Upper East Side,40.77717,-73.95404,Entire home/apt,182,2,28,3.85,1,64
48860816,Manhattan,Upper East Side,40.77487,-73.95654,Entire home/apt,123,1,0,0.0,1,0
19531024,Manhattan,Harlem,40.80877,-73.94122,Private room,100,2,0,0.0,2,0
224315550,Brooklyn,Williamsburg,40.70956,-73.96552,Private room,90,2,39,5.37,2,78
19531024,Manhattan,Harlem,40.80945,-73.94183,Entire home/apt,175,3,1,0.16,2,46
225790094,Brooklyn,East Flatbush,40.65129,-73.92696,Private room,35,1,10,1.32,3,83
22826759,Brooklyn,Greenpoint,40.72051,-73.95464,Entire home/apt,103,3,3,0.46,1,11
2559403,Manhattan,Midtown,40.75959,-73.97084,Private room,100,3,1,0.16,1,0
133723890,Brooklyn,Bedford-Stuyvesant,40.6871,-73.92449,Entire home/apt,125,3,20,2.58,1,339
33235360,Brooklyn,Williamsburg,40.70903,-73.94416,Private room,60,2,14,1.89,2,14
67658340,Manhattan,Harlem,40.81691,-73.94124,Private room,70,2,17,2.44,1,27
11718279,Manhattan,Financial District,40.70815,-74.00513,Private room,115,2,4,0.55,1,177
26603179,Brooklyn,DUMBO,40.7034,-73.98544,Entire home/apt,219,3,16,2.5,1,332
3896863,Manhattan,Chelsea,40.74164,-73.99656,Entire home/apt,250,3,18,3.44,1,51
225813251,Queens,St. Albans,40.6968,-73.76592,Entire home/apt,135,1,69,10.67,1,158
22588056,Brooklyn,Williamsburg,40.71323,-73.96319,Entire home/apt,90,7,1,0.16,1,0
204906313,Brooklyn,Sheepshead Bay,40.59021,-73.948,Private room,55,1,45,5.74,3,83
59240650,Manhattan,Inwood,40.8597,-73.92748,Private room,75,2,5,0.66,1,0
44682387,Queens,Jamaica,40.67196,-73.77821,Entire home/apt,155,1,59,7.6,2,287
225749624,Brooklyn,Bedford-Stuyvesant,40.69233,-73.94366,Private room,70,1,1,0.14,1,0
5326571,Queens,Ditmars Steinway,40.77751,-73.90956,Private room,85,2,2,0.29,2,278
14022130,Brooklyn,Prospect-Lefferts Gardens,40.65646,-73.95229,Entire home/apt,115,2,1,0.15,1,0
225891200,Queens,Ridgewood,40.70947,-73.90039,Private room,75,2,0,0.0,1,0
41194120,Manhattan,Greenwich Village,40.72978,-73.99982,Entire home/apt,275,1,4,0.61,1,0
46093850,Brooklyn,Bedford-Stuyvesant,40.68137,-73.95714,Private room,100,1,2,0.26,1,311
157093664,Queens,St. Albans,40.69866,-73.76759,Private room,59,1,0,0.0,2,365
129902279,Brooklyn,Sunset Park,40.65977,-73.99087,Private room,40,8,7,0.96,1,66
29765186,Brooklyn,Bedford-Stuyvesant,40.6972,-73.93613,Private room,75,2,6,0.86,1,84
160940380,Queens,St. Albans,40.69869,-73.749,Entire home/apt,250,3,4,0.63,3,348
225913497,Brooklyn,Bedford-Stuyvesant,40.67966,-73.90755,Private room,28,3,1,0.16,1,0
49290775,Brooklyn,Greenpoint,40.73561,-73.95873,Entire home/apt,150,3,3,0.48,1,42
225913271,Manhattan,Chelsea,40.7507,-74.00261,Entire home/apt,170,3,6,0.84,1,170
169472089,Queens,Flushing,40.76079,-73.83387,Private room,90,3,1,0.16,2,90
188575380,Queens,Flushing,40.76068,-73.82233,Private room,66,2,19,2.73,1,312
16072607,Brooklyn,Williamsburg,40.70901,-73.9676,Entire home/apt,300,4,2,0.32,1,161
225926055,Manhattan,Harlem,40.82199,-73.95632,Entire home/apt,120,5,1,0.16,1,0
148298029,Queens,Astoria,40.76529,-73.91137,Entire home/apt,103,5,1,0.16,1,0
12625398,Queens,Ridgewood,40.70581,-73.90978,Private room,43,2,4,0.55,1,0
225930875,Brooklyn,Bay Ridge,40.62951,-74.02319,Entire home/apt,165,7,0,0.0,1,126
225933854,Queens,Briarwood,40.70742,-73.81345,Entire home/apt,55,1,11,1.42,1,40
16403250,Manhattan,West Village,40.73334,-74.00098,Entire home/apt,240,4,18,4.19,1,24
49546136,Brooklyn,Williamsburg,40.71235,-73.95764,Private room,79,4,0,0.0,1,0
737641,Brooklyn,Bushwick,40.69874,-73.93589,Private room,50,2,30,3.98,1,0
4460107,Brooklyn,Greenpoint,40.72745,-73.9483,Entire home/apt,85,3,4,0.53,1,0
225942423,Manhattan,Harlem,40.80652,-73.94937,Private room,68,1,33,4.25,1,19
212147885,Brooklyn,Cypress Hills,40.6765,-73.9063,Entire home/apt,150,3,9,1.27,2,179
222054756,Queens,Rego Park,40.72637,-73.86829,Private room,60,3,1,0.16,1,89
101367917,Queens,Astoria,40.76589,-73.92259,Private room,150,2,4,0.55,1,0
4968673,Manhattan,Upper East Side,40.76831,-73.95929,Entire home/apt,200,5,2,0.68,1,71
38250051,Brooklyn,Sunset Park,40.65978,-73.99406,Private room,50,3,3,0.43,1,0
24864537,Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.94985,Entire home/apt,100,3,10,1.32,1,25
22723123,Brooklyn,Downtown Brooklyn,40.69115,-73.98466,Entire home/apt,99,3,1,0.41,1,31
78325795,Manhattan,Harlem,40.80616,-73.95007,Entire home/apt,269,1,29,3.88,3,1
221764359,Queens,Springfield Gardens,40.66635,-73.76622,Entire home/apt,300,1,5,0.66,1,154
226035811,Brooklyn,Greenpoint,40.72778,-73.94781,Private room,200,7,0,0.0,1,0
3421779,Manhattan,Washington Heights,40.83856,-73.94186,Private room,109,1,2,0.29,1,270
226048286,Brooklyn,Clinton Hill,40.69415,-73.96581,Entire home/apt,250,2,30,5.29,1,274
73183897,Staten Island,Dongan Hills,40.58415,-74.10503,Entire home/apt,70,3,14,1.81,1,51
44642799,Manhattan,East Village,40.72818,-73.98075,Entire home/apt,225,3,2,0.31,1,0
12171344,Brooklyn,Crown Heights,40.66655,-73.95005,Private room,85,2,7,0.99,2,27
114043000,Brooklyn,Park Slope,40.67989,-73.97922,Private room,120,2,12,1.57,1,89
75479604,Brooklyn,Fort Greene,40.69473,-73.97225,Entire home/apt,175,1,1,0.16,2,0
5179523,Brooklyn,Williamsburg,40.71027,-73.95293,Private room,75,1,0,0.0,3,43
187567357,Manhattan,East Harlem,40.7947,-73.94115,Entire home/apt,160,1,0,0.0,1,0
224637257,Brooklyn,Flatbush,40.64544,-73.95731,Private room,95,2,3,0.4,2,180
35319788,Manhattan,Upper West Side,40.80052,-73.9706,Private room,100,2,8,1.06,1,0
218511630,Brooklyn,Williamsburg,40.71465,-73.95499,Private room,75,2,11,1.9,3,0
2723489,Manhattan,Upper West Side,40.80055,-73.96876,Private room,80,2,3,0.42,1,0
75404627,Manhattan,Lower East Side,40.71022,-73.99163,Entire home/apt,195,3,14,1.93,1,158
10842596,Manhattan,Morningside Heights,40.80218,-73.95904,Entire home/apt,100,1,24,3.09,1,1
226088610,Manhattan,Upper East Side,40.76812,-73.95093,Entire home/apt,150,7,0,0.0,1,365
225616368,Queens,Woodside,40.74217,-73.90218,Entire home/apt,136,2,17,2.25,1,348
156481014,Brooklyn,Clinton Hill,40.6819,-73.96007,Entire home/apt,250,2,16,2.18,1,78
113569564,Bronx,Riverdale,40.88511,-73.90831,Entire home/apt,175,3,5,0.77,1,0
14413778,Manhattan,Nolita,40.72192,-73.99418,Private room,307,3,1,0.13,2,363
17617821,Brooklyn,Crown Heights,40.67775,-73.94913,Entire home/apt,99,4,5,0.77,1,23
16768238,Manhattan,Hell's Kitchen,40.75975,-73.9944,Private room,215,2,0,0.0,1,0
122053964,Manhattan,SoHo,40.72355,-74.0032,Entire home/apt,200,2,0,0.0,1,0
15823232,Brooklyn,Crown Heights,40.67698,-73.94414,Private room,99,2,2,0.29,3,78
2286764,Queens,Woodside,40.75542,-73.90716,Entire home/apt,125,3,14,2.05,1,42
41326201,Queens,Ridgewood,40.69845,-73.90838,Private room,150,1,14,1.89,1,89
225943653,Brooklyn,Bedford-Stuyvesant,40.68515,-73.94743,Entire home/apt,151,1,1,0.13,1,179
15823232,Brooklyn,Crown Heights,40.6773,-73.94465,Private room,99,2,1,0.6,3,84
188896,Brooklyn,Clinton Hill,40.6887,-73.96668,Entire home/apt,98,1,32,4.1,2,257
57755572,Brooklyn,Greenpoint,40.73008,-73.96062,Private room,70,2,2,0.27,1,0
5743700,Brooklyn,Greenpoint,40.72918,-73.95538,Entire home/apt,200,4,1,0.15,1,0
9834068,Brooklyn,Bushwick,40.69726,-73.91587,Private room,50,2,19,2.52,1,5
43089807,Brooklyn,Williamsburg,40.71318,-73.95876,Entire home/apt,149,2,20,2.8,1,263
226204224,Brooklyn,Bushwick,40.6991,-73.92338,Private room,50,1,7,0.93,1,0
126449349,Manhattan,Lower East Side,40.71436,-73.98856,Private room,80,1,6,0.77,2,151
24524608,Manhattan,West Village,40.72975,-74.0042,Entire home/apt,170,2,9,1.37,1,19
951571,Manhattan,East Village,40.72815,-73.98455,Entire home/apt,120,1,5,0.65,1,191
4361061,Queens,Astoria,40.77298,-73.92461,Entire home/apt,70,1,1,0.16,2,2
226205088,Manhattan,Harlem,40.80324,-73.94887,Entire home/apt,125,2,12,3.05,1,7
7285648,Manhattan,Chelsea,40.74656,-74.00441,Private room,114,1,1,0.16,3,0
226230372,Brooklyn,East Flatbush,40.64879,-73.95079,Entire home/apt,88,2,44,5.92,1,7
36021544,Manhattan,Hell's Kitchen,40.76375,-73.99201,Entire home/apt,250,6,0,0.0,1,87
9156492,Manhattan,Financial District,40.70701,-74.0151,Entire home/apt,114,1,6,0.79,1,11
4445708,Brooklyn,Bedford-Stuyvesant,40.69137,-73.96,Entire home/apt,118,2,6,0.89,1,67
95958773,Brooklyn,Brighton Beach,40.57811,-73.96004,Shared room,50,1,0,0.0,3,365
22694324,Bronx,Allerton,40.86975,-73.84669,Entire home/apt,75,1,7,0.93,1,1
226250191,Brooklyn,Brownsville,40.65239,-73.91029,Entire home/apt,130,2,20,2.63,1,139
101215475,Brooklyn,Williamsburg,40.70762,-73.96503,Private room,90,3,10,4.55,1,77
225971717,Manhattan,Harlem,40.8242,-73.9537,Entire home/apt,120,2,4,0.53,1,0
10809204,Brooklyn,Crown Heights,40.66844,-73.95857,Shared room,46,2,0,0.0,1,0
5918341,Brooklyn,Bedford-Stuyvesant,40.68446,-73.95182,Entire home/apt,149,3,14,1.88,2,0
163737392,Bronx,Fieldston,40.89466,-73.89735,Shared room,50,1,8,1.26,2,241
50319699,Queens,Astoria,40.77036,-73.92191,Entire home/apt,165,3,2,0.27,1,0
41217631,Manhattan,Chinatown,40.71508,-73.9975,Private room,75,1,33,4.52,2,0
48958233,Manhattan,Gramercy,40.73619,-73.98307,Entire home/apt,259,1,14,1.92,2,0
11869986,Brooklyn,Crown Heights,40.67299,-73.95804,Entire home/apt,210,4,1,0.16,1,0
226335012,Brooklyn,Bedford-Stuyvesant,40.6891,-73.95596,Private room,55,2,23,3.59,1,323
216903925,Manhattan,Washington Heights,40.8375,-73.94182,Entire home/apt,99,1,2,0.31,1,0
3562922,Manhattan,Nolita,40.72154,-73.99727,Entire home/apt,300,4,3,0.48,1,97
27668092,Brooklyn,Bushwick,40.69412,-73.9062,Private room,70,3,8,1.06,3,67
226391260,Manhattan,Chelsea,40.74079,-74.00383,Entire home/apt,250,3,4,0.63,1,49
9962746,Brooklyn,Fort Greene,40.688,-73.97185,Entire home/apt,80,3,2,0.32,1,107
24131677,Manhattan,Financial District,40.70636,-74.0096,Entire home/apt,240,7,14,1.98,2,305
221844597,Queens,St. Albans,40.68739,-73.76598,Entire home/apt,35,1,63,8.44,1,8
45319780,Brooklyn,Williamsburg,40.70795,-73.94307,Entire home/apt,200,3,0,0.0,1,0
195452338,Manhattan,Harlem,40.81112,-73.94289,Private room,100,3,2,0.32,1,0
226381548,Manhattan,Nolita,40.72249,-73.99406,Entire home/apt,160,3,14,1.98,1,0
226402773,Queens,Douglaston,40.75466,-73.72924,Entire home/apt,178,5,14,1.94,1,143
215531390,Manhattan,Hell's Kitchen,40.76481,-73.9922,Entire home/apt,269,4,6,0.92,1,43
2557167,Bronx,Claremont Village,40.83499,-73.91003,Private room,75,3,19,2.59,1,109
226406882,Brooklyn,East Flatbush,40.65867,-73.92953,Entire home/apt,200,1,0,0.0,3,87
226410935,Manhattan,Washington Heights,40.83815,-73.94385,Private room,40,3,23,3.0,1,129
53241793,Manhattan,Hell's Kitchen,40.76207,-73.98935,Entire home/apt,160,1,51,7.5,1,25
226414315,Manhattan,Hell's Kitchen,40.76802,-73.9906,Private room,130,2,5,0.71,1,78
79194704,Manhattan,East Harlem,40.78721,-73.94131,Private room,99,1,1,0.13,1,0
105248014,Brooklyn,East Flatbush,40.64574,-73.94675,Private room,50,1,46,6.03,2,34
182990602,Brooklyn,Clinton Hill,40.69205,-73.96646,Entire home/apt,150,2,41,5.42,1,60
42870202,Queens,Astoria,40.75978,-73.91748,Private room,80,7,1,0.15,1,8
2446722,Brooklyn,Bedford-Stuyvesant,40.69176,-73.95396,Entire home/apt,120,3,22,3.07,1,16
1813055,Manhattan,Midtown,40.75876,-73.96153,Entire home/apt,162,1,0,0.0,1,51
204906313,Brooklyn,Sheepshead Bay,40.59099,-73.94856,Private room,60,1,56,7.24,3,48
33529908,Manhattan,Chelsea,40.74172,-73.99937,Private room,66,5,0,0.0,1,5
83699356,Manhattan,NoHo,40.72746,-73.99288,Entire home/apt,150,6,0,0.0,1,0
38334307,Manhattan,Upper West Side,40.77848,-73.97996,Entire home/apt,150,1,7,0.95,1,0
215944788,Manhattan,Chelsea,40.74337,-73.99423,Private room,85,3,15,2.13,3,1
46068130,Manhattan,Flatiron District,40.7443,-73.99056,Entire home/apt,225,5,4,0.54,2,1
6480134,Manhattan,Harlem,40.82293,-73.93958,Private room,70,4,8,1.26,2,102
44434863,Brooklyn,Sunset Park,40.64564,-74.01867,Private room,75,1,1,0.15,1,365
51364990,Brooklyn,Williamsburg,40.71361,-73.95703,Entire home/apt,195,2,5,1.61,1,7
156237907,Brooklyn,Bushwick,40.69499,-73.90994,Private room,40,5,1,0.13,1,250
34277028,Brooklyn,Bedford-Stuyvesant,40.68633,-73.92728,Entire home/apt,150,3,15,2.13,1,77
2743475,Manhattan,Nolita,40.72224,-73.99675,Entire home/apt,165,3,5,0.74,1,0
226517382,Brooklyn,Navy Yard,40.70159,-73.9801,Private room,50,6,1,0.15,1,0
198445878,Brooklyn,Bushwick,40.70131,-73.93039,Private room,50,1,0,0.0,1,0
30381245,Brooklyn,Bushwick,40.69968,-73.93588,Private room,85,1,4,0.61,1,1
204541838,Brooklyn,Flatbush,40.64308,-73.96508,Private room,150,3,2,0.27,2,364
226531905,Manhattan,Two Bridges,40.71261,-73.99475,Private room,62,1,7,0.93,1,58
54606969,Brooklyn,Fort Greene,40.68412,-73.96951,Private room,60,7,3,0.42,1,250
855079,Manhattan,East Village,40.72829,-73.98452,Entire home/apt,92,1,2,0.29,3,0
88777320,Brooklyn,Clinton Hill,40.68658,-73.96752,Private room,241,1,2,0.47,1,139
43981373,Bronx,Concourse,40.83488,-73.91988,Private room,45,2,3,0.57,1,0
14987061,Brooklyn,Flatbush,40.6478,-73.96091,Entire home/apt,125,2,3,0.4,1,1
163152195,Bronx,Port Morris,40.80747,-73.92766,Private room,145,1,7,1.12,1,360
55299396,Manhattan,Chinatown,40.71629,-73.98975,Private room,275,2,6,2.28,1,85
222749009,Manhattan,Washington Heights,40.84216,-73.94227,Private room,50,1,4,1.02,3,71
34508000,Queens,Rego Park,40.72276,-73.85683,Private room,40,1,6,0.79,1,0
208235184,Brooklyn,Greenpoint,40.72305,-73.94576,Entire home/apt,195,1,0,0.0,1,12
222749009,Manhattan,Washington Heights,40.84241,-73.94264,Private room,50,1,3,0.39,3,180
226562416,Brooklyn,East Flatbush,40.66093,-73.93893,Private room,69,1,18,2.48,1,175
53887230,Manhattan,Washington Heights,40.85042,-73.93649,Entire home/apt,120,5,1,0.16,1,231
157687888,Brooklyn,Bensonhurst,40.61072,-73.98533,Entire home/apt,90,2,53,7.07,1,36
226572566,Manhattan,Upper East Side,40.77066,-73.94993,Entire home/apt,140,5,24,3.35,1,48
226574177,Manhattan,Harlem,40.82894,-73.94568,Private room,46,1,1,0.13,1,179
8189649,Brooklyn,Williamsburg,40.71876,-73.94436,Private room,96,3,0,0.0,1,0
4085985,Brooklyn,Williamsburg,40.71134,-73.96059,Entire home/apt,200,3,0,0.0,1,28
50755816,Brooklyn,Bushwick,40.69631,-73.92944,Private room,37,1,2,0.34,1,0
146638424,Manhattan,East Village,40.72141,-73.98111,Entire home/apt,134,1,2,0.27,1,0
95114505,Brooklyn,East Flatbush,40.64874,-73.94467,Entire home/apt,150,3,3,3.0,1,0
214137767,Manhattan,East Harlem,40.78572,-73.94468,Private room,100,1,13,1.78,1,270
51366012,Manhattan,Upper East Side,40.76044,-73.96097,Entire home/apt,189,2,3,2.43,1,29
53518745,Queens,Astoria,40.76171,-73.91725,Private room,300,3,2,0.32,1,54
41091852,Brooklyn,Bedford-Stuyvesant,40.69338,-73.94328,Private room,75,1,29,4.6,1,84
1384016,Manhattan,Lower East Side,40.71501,-73.98478,Private room,95,2,5,0.71,1,165
226664611,Queens,South Ozone Park,40.68048,-73.8125,Entire home/apt,72,2,26,3.8,2,317
226503876,Manhattan,Lower East Side,40.71284,-73.98861,Private room,75,5,14,2.09,2,217
204541838,Brooklyn,Flatbush,40.64489,-73.96363,Private room,65,3,15,2.05,2,208
49589973,Brooklyn,Fort Greene,40.68665,-73.97183,Private room,112,5,2,0.37,1,12
226684665,Queens,Ridgewood,40.70673,-73.90071,Private room,40,1,0,0.0,1,0
226688121,Brooklyn,Bedford-Stuyvesant,40.68504,-73.91699,Entire home/apt,175,1,16,3.97,1,9
100935364,Brooklyn,Gowanus,40.68234,-73.98129,Private room,44,2,3,0.47,2,0
6701890,Brooklyn,Greenpoint,40.73128,-73.95439,Private room,95,7,1,0.34,2,0
21651849,Manhattan,Upper West Side,40.7723,-73.99363,Entire home/apt,188,2,12,1.93,1,0
186701037,Brooklyn,Dyker Heights,40.62877,-74.00918,Entire home/apt,75,1,0,0.0,2,0
107562106,Manhattan,Lower East Side,40.71983,-73.98686,Entire home/apt,295,5,0,0.0,1,0
226715173,Manhattan,East Village,40.72828,-73.98823,Entire home/apt,125,2,1,0.75,2,365
226715173,Manhattan,East Village,40.73031,-73.98666,Entire home/apt,139,2,2,0.32,2,365
75349777,Manhattan,Harlem,40.81533,-73.95733,Private room,70,3,3,0.42,1,0
108890111,Manhattan,West Village,40.73045,-74.00266,Private room,90,2,1,0.16,1,0
12827163,Manhattan,Chelsea,40.74057,-73.99908,Entire home/apt,200,5,0,0.0,1,0
39329047,Manhattan,Hell's Kitchen,40.76186,-73.99737,Entire home/apt,150,10,4,0.58,1,0
11547083,Manhattan,Upper West Side,40.79757,-73.96065,Entire home/apt,135,2,2,0.32,1,1
19591194,Brooklyn,Bedford-Stuyvesant,40.68589,-73.94236,Entire home/apt,175,5,1,0.16,1,84
188477517,Brooklyn,Williamsburg,40.7107,-73.95846,Private room,100,1,1,0.14,1,0
145248567,Brooklyn,Crown Heights,40.66436,-73.95275,Entire home/apt,120,3,43,5.94,1,56
2823246,Brooklyn,Bedford-Stuyvesant,40.68377,-73.95804,Entire home/apt,70,4,1,0.13,1,0
13608859,Brooklyn,Williamsburg,40.70316,-73.94914,Private room,110,1,13,1.85,1,6
52599987,Queens,Ditmars Steinway,40.77568,-73.90303,Private room,100,1,2,0.27,1,0
226772729,Manhattan,Upper West Side,40.79535,-73.9641,Private room,120,5,1,0.18,1,0
117831982,Manhattan,Little Italy,40.71781,-73.99783,Private room,130,3,17,2.34,1,84
221836975,Queens,Jackson Heights,40.74848,-73.89149,Shared room,35,2,1,0.16,3,310
132878036,Manhattan,Hell's Kitchen,40.76383,-73.98979,Entire home/apt,185,4,23,3.05,1,230
178733071,Queens,Ditmars Steinway,40.7747,-73.90115,Private room,50,2,0,0.0,1,171
226769067,Queens,Flushing,40.75982,-73.80629,Entire home/apt,59,1,32,4.62,1,24
226832980,Manhattan,Lower East Side,40.71744,-73.98957,Private room,115,3,19,2.81,1,0
212033848,Manhattan,Chelsea,40.74453,-73.99196,Private room,150,1,4,0.55,1,1
226839517,Manhattan,Midtown,40.75714,-73.96748,Private room,90,1,42,5.68,1,45
226839928,Manhattan,East Harlem,40.79844,-73.94048,Entire home/apt,220,5,0,0.0,1,205
36728751,Brooklyn,South Slope,40.66181,-73.98218,Entire home/apt,130,4,2,0.28,1,179
11068937,Brooklyn,Clinton Hill,40.68325,-73.96487,Entire home/apt,110,4,4,0.65,2,0
226838925,Queens,Glendale,40.6953,-73.898,Private room,100,1,5,0.68,1,0
78971832,Manhattan,Upper East Side,40.76804,-73.95951,Private room,73,3,0,0.0,1,0
949070,Brooklyn,Bushwick,40.70887,-73.92154,Entire home/apt,200,3,1,0.16,1,5
226846427,Brooklyn,Bay Ridge,40.63921,-74.02474,Entire home/apt,90,3,19,2.75,1,52
226565802,Queens,Rego Park,40.72664,-73.85884,Entire home/apt,250,2,1,0.18,1,365
17011664,Staten Island,St. George,40.64682,-74.08575,Entire home/apt,86,5,1,0.16,1,43
221595358,Manhattan,Tribeca,40.71941,-74.00856,Private room,80,1,38,5.04,2,329
72326431,Manhattan,East Village,40.72573,-73.98841,Entire home/apt,100,2,11,1.47,1,102
